player_id,start_time,end_time,prolific_id
3e2d83c1-634b-4421-9c2f-0449ddacf515,2025-07-14 19:17:08.416,,5f1dfd940aeb060d8eb3cf55
34cba84e-5cb3-47d8-b7b1-f1d30ae36b91,2025-07-14 19:17:38.798,2025-07-14 19:34:46.771,65ebddf0fd7dc8db7ef6b3ce
679b7269-cde7-4455-ab3c-3928e736ad17,2025-07-14 19:17:59.508,2025-07-14 19:46:55.794,579f1d3bc9abeb0001af52d8
ba7dc5bc-1808-4172-8f2c-bbea245a96ed,2025-07-14 19:18:46.330,,5f1dfd940aeb060d8eb3cf55
13be01fb-646e-414d-b843-d2498cf2af75,2025-07-14 19:18:56.433,2025-07-14 19:39:11.076,662bbc5c823afb7c3a3a1629
f715cc1d-99ad-4d48-83ae-6ddf41cd2959,2025-07-14 19:19:59.739,2025-07-14 19:48:43.847,6483fded206bc517c6ad6d0c
2f9c0810-c89b-4193-8f73-5f60164d63b9,2025-07-14 19:20:09.586,2025-07-14 19:45:50.464,66aa356e2db1ae29fa7bba0b
070e2fce-b866-451a-90d6-db383042b961,2025-07-14 19:20:25.075,2025-07-14 19:32:10.694,5f1dfd940aeb060d8eb3cf55
1605d675-c817-44ce-8f08-4f7ea0e886cc,2025-07-14 19:21:08.110,2025-07-14 19:35:17.182,5f4ee7ff2c5da213f015a27e
6e6650c9-7704-4a2a-905a-d6d8167627fa,2025-07-14 19:36:59.702,2025-07-14 20:01:29.300,67861c89f7f5f84f90fcd830
0d8a0055-bba6-4b59-822d-b752d6cb5f7d,2025-07-14 19:37:30.954,,66afcaa60f7d8f58dc21db8e
c6667e84-8d20-41d6-9355-f1cb61e75711,2025-07-14 19:41:47.485,,670986a5426f021bc209dd58
1f930645-0a77-43a1-8133-ba4246a0df7c,2025-07-14 19:51:44.607,2025-07-14 20:10:05.570,629aaa38fdfc8168501b930e
741d8373-ed81-40ca-8e07-0e72e5da8c26,2025-07-14 20:37:00.618,2025-07-14 20:52:19.962,66352dc9534503854d9079bf
